User_ID,Age,Gender,Daily_Steps,Workout_Min,Sleep_Hrs,Protein_Intake,Water_Intake
U3838,34,female,1696.0,46.0,9.0,52.0,3.8
U3839,40,female,,80.0,4.0,85.0,1.4
U3840,43,male,632.0,125.0,7.0,27.0,1.7
U3841,46,male,850.0,51.0,7.0,109.0,4.7
U3842,50,male,1005.0,145.0,4.0,104.0,0.9
U3843,44,male,583.0,,6.0,86.0,3.0
U3844,42,female,1492.0,,8.0,93.0,2.8
U3845,27,male,1329.0,139.0,4.0,118.0,3.8
U3846,64,female,1360.0,20.0,,45.0,1.7
U3847,40,male,842.0,63.0,6.0,16.0,4.7
U3848,38,male,1365.0,71.0,4.0,32.0,2.3
U3849,38,male,1786.0,129.0,5.0,43.0,1.8
U3850,60,male,1689.0,68.0,9.0,105.0,2.0
U3851,30,female,792.0,67.0,9.0,30.0,2.1
U3852,54,female,1749.0,146.0,7.0,79.0,1.4
U3853,50,male,1693.0,,5.0,89.0,4.7
U3854,41,female,1097.0,106.0,5.0,108.0,1.3
U3855,61,female,1144.0,108.0,9.0,56.0,4.5
U3856,28,male,947.0,71.0,8.0,62.0,2.3
U3857,34,male,,102.0,6.0,93.0,1.7
U3858,21,female,1501.0,140.0,7.0,,1.4
U3859,64,female,1354.0,64.0,5.0,50.0,2.8
U3860,42,female,1001.0,133.0,7.0,84.0,3.5
U3861,47,female,1263.0,111.0,9.0,41.0,4.5
U3862,26,male,1234.0,78.0,6.0,23.0,3.4
U3863,38,male,1724.0,125.0,4.0,97.0,2.7
U3864,37,female,749.0,120.0,5.0,117.0,0.7
U3865,36,male,,86.0,6.0,112.0,4.6
U3866,36,female,624.0,47.0,7.0,116.0,4.6
U3867,29,female,612.0,87.0,9.0,104.0,2.2
U3868,54,male,1480.0,67.0,6.0,26.0,0.6
U3869,59,female,1660.0,100.0,4.0,34.0,3.8
U3870,34,female,649.0,16.0,6.0,73.0,4.1
U3871,54,male,1374.0,37.0,9.0,82.0,2.9
U3872,56,male,842.0,137.0,7.0,95.0,2.3
U3873,45,female,1079.0,53.0,5.0,118.0,4.3
U3874,58,female,1282.0,133.0,5.0,57.0,1.4
U3875,52,male,820.0,133.0,8.0,44.0,2.5
U3876,64,female,1321.0,51.0,7.0,46.0,0.6
U3877,35,female,1031.0,14.0,8.0,64.0,1.2
U3878,31,male,991.0,67.0,8.0,,4.7
U3879,52,male,1111.0,111.0,,,3.1
U3880,61,male,751.0,103.0,9.0,10.0,4.1
U3881,58,male,1600.0,6.0,9.0,62.0,2.7
U3882,24,male,672.0,50.0,4.0,82.0,4.3
U3883,58,male,1374.0,57.0,7.0,64.0,2.9
U3884,30,female,700.0,108.0,5.0,70.0,0.5
U3885,35,female,716.0,110.0,7.0,22.0,4.5
U3886,54,male,875.0,30.0,9.0,56.0,1.2
U3887,30,male,510.0,91.0,4.0,73.0,2.5
U3888,53,female,1535.0,105.0,7.0,41.0,2.6
U3889,48,female,1391.0,12.0,7.0,37.0,0.7
U3890,19,female,934.0,,8.0,62.0,0.7
U3891,33,male,,118.0,7.0,40.0,3.9
U3892,26,male,1796.0,140.0,8.0,17.0,1.9
U3893,26,female,1430.0,114.0,8.0,81.0,2.3
U3894,55,male,1190.0,56.0,6.0,107.0,3.0
U3895,28,male,1655.0,125.0,,96.0,2.2
U3896,39,male,1354.0,53.0,4.0,83.0,4.0
U3897,50,female,1283.0,132.0,8.0,110.0,4.5
U3898,53,female,818.0,18.0,7.0,34.0,0.8
U3899,62,male,1343.0,76.0,8.0,42.0,3.4
U3900,40,male,1120.0,68.0,8.0,118.0,1.9
U3901,62,male,1284.0,43.0,8.0,77.0,3.1
U3902,62,male,,37.0,5.0,16.0,2.7
U3903,51,male,896.0,61.0,5.0,106.0,2.0
U3904,26,female,1703.0,21.0,5.0,,0.9
U3905,41,male,1581.0,,5.0,55.0,3.0
U3906,25,male,959.0,,6.0,105.0,1.0
U3907,24,male,560.0,4.0,8.0,14.0,1.2
U3908,53,female,868.0,53.0,6.0,119.0,4.9
U3909,35,female,1644.0,85.0,7.0,26.0,1.9
U3910,20,male,1218.0,2.0,9.0,85.0,3.1
U3911,45,female,1045.0,37.0,4.0,61.0,1.7
U3912,23,female,1540.0,141.0,6.0,21.0,4.4
U3913,61,female,995.0,141.0,5.0,71.0,1.8
U3914,61,female,,72.0,,44.0,2.2
U3915,38,female,1004.0,37.0,7.0,71.0,3.2
U3916,45,female,1468.0,124.0,8.0,30.0,4.4
U3917,57,male,1592.0,69.0,4.0,94.0,4.2
U3918,18,female,660.0,64.0,6.0,75.0,1.7
U3919,53,female,1217.0,24.0,8.0,62.0,4.2
U3920,38,male,,15.0,,30.0,3.7
U3921,60,male,1492.0,14.0,9.0,24.0,5.0
U3922,52,male,768.0,130.0,9.0,84.0,4.7
U3923,30,male,1198.0,36.0,6.0,83.0,2.9
U3924,27,female,1364.0,124.0,6.0,,3.9
U3925,61,female,849.0,112.0,6.0,32.0,3.1
U3926,64,female,609.0,0.0,6.0,40.0,3.2
U3927,27,female,906.0,70.0,5.0,63.0,1.0
U3928,63,male,1149.0,102.0,8.0,64.0,0.5
U3929,30,female,550.0,18.0,,35.0,0.7
U3930,54,female,1610.0,51.0,5.0,62.0,4.8
U3931,55,male,1591.0,117.0,8.0,75.0,1.1
U3932,41,female,,106.0,6.0,48.0,0.7
U3933,19,female,1478.0,54.0,4.0,16.0,1.9
U3934,39,female,1565.0,13.0,9.0,97.0,3.1
U3935,34,female,1230.0,12.0,9.0,48.0,4.8
U3936,53,male,556.0,83.0,8.0,41.0,3.6
U3937,31,male,1237.0,89.0,4.0,35.0,1.7
U3938,27,male,695.0,26.0,9.0,96.0,4.7
U3939,52,male,1585.0,88.0,4.0,87.0,0.7
U3940,42,male,1786.0,136.0,5.0,38.0,4.9
U3941,20,female,611.0,40.0,7.0,34.0,0.8
U3942,64,female,1264.0,47.0,8.0,65.0,3.9
U3943,55,male,1210.0,11.0,5.0,40.0,0.7
U3944,34,male,1701.0,137.0,5.0,75.0,4.7
U3945,29,male,1447.0,5.0,4.0,11.0,1.0
U3946,41,female,525.0,40.0,8.0,96.0,0.7
U3947,46,male,909.0,5.0,5.0,56.0,4.5
U3948,60,female,1257.0,129.0,6.0,,0.9
U3949,42,female,1030.0,14.0,5.0,38.0,4.1
U3950,53,female,1629.0,144.0,,115.0,3.9
U3951,43,female,1248.0,15.0,7.0,108.0,3.2
U3952,55,male,745.0,84.0,6.0,58.0,2.2
U3953,18,female,1604.0,9.0,6.0,82.0,4.6
U3954,37,female,1161.0,137.0,4.0,41.0,4.4
U3955,45,male,1408.0,137.0,5.0,39.0,2.4
U3956,33,female,895.0,18.0,7.0,24.0,1.5
U3957,64,female,1021.0,67.0,5.0,71.0,1.7
U3958,34,female,1425.0,41.0,6.0,87.0,1.5
U3959,57,male,763.0,139.0,9.0,26.0,2.9
U3960,45,female,,145.0,6.0,31.0,4.4
U3961,29,female,1797.0,83.0,5.0,39.0,4.0
U3962,44,male,671.0,133.0,7.0,90.0,4.1
U3963,59,male,764.0,52.0,9.0,25.0,2.5
U3964,64,female,1549.0,97.0,7.0,61.0,2.0
U3965,47,female,975.0,41.0,4.0,17.0,3.9
U3966,58,male,855.0,29.0,6.0,73.0,4.1
U3967,51,female,1549.0,8.0,6.0,48.0,3.6
U3968,54,male,533.0,33.0,4.0,40.0,0.6
U3969,23,female,763.0,87.0,5.0,,3.2
U3970,24,male,1661.0,144.0,6.0,42.0,2.1
U3971,49,female,1315.0,49.0,5.0,67.0,1.4
U3972,49,male,,75.0,7.0,21.0,3.6
U3973,42,male,1253.0,45.0,9.0,34.0,1.7
U3974,50,male,1065.0,45.0,9.0,47.0,4.6
U3975,24,male,961.0,125.0,9.0,57.0,1.8
U3976,29,male,1691.0,16.0,8.0,91.0,3.0
U3977,33,female,1154.0,65.0,4.0,92.0,4.2
U3978,33,female,580.0,103.0,9.0,64.0,2.3
U3979,60,male,1256.0,4.0,6.0,12.0,4.2
U3980,53,female,1369.0,122.0,4.0,108.0,3.8
U3981,30,female,1569.0,124.0,7.0,78.0,4.6
U3982,24,female,1098.0,111.0,7.0,44.0,2.0
U3983,53,female,1306.0,,7.0,60.0,1.0
U3984,64,female,1576.0,,7.0,36.0,2.4
U3985,26,female,1483.0,90.0,8.0,46.0,4.0
U3986,49,male,,134.0,5.0,119.0,2.5
U3987,28,female,975.0,135.0,5.0,94.0,1.7
U3988,25,female,1091.0,,9.0,25.0,0.6
U3989,50,female,515.0,95.0,8.0,,1.9
U3990,40,male,986.0,110.0,,34.0,3.7
U3991,42,female,1205.0,81.0,7.0,42.0,1.2
U3992,25,female,1664.0,37.0,5.0,71.0,2.0
U3993,62,female,1119.0,53.0,4.0,26.0,0.6
U3994,39,male,1518.0,75.0,9.0,52.0,3.7
U3995,21,female,1276.0,14.0,5.0,39.0,4.5
U3996,57,male,946.0,115.0,4.0,50.0,3.1
U3997,20,female,789.0,,6.0,13.0,0.6
U3998,46,male,708.0,7.0,4.0,75.0,1.5
U3999,58,male,912.0,109.0,4.0,69.0,2.5
U4000,46,male,1176.0,146.0,7.0,18.0,3.1
U4001,51,female,1163.0,50.0,7.0,40.0,2.7
U4002,51,male,789.0,30.0,9.0,98.0,4.6
U4003,45,male,1791.0,101.0,7.0,110.0,4.7
U4004,30,male,650.0,2.0,4.0,109.0,1.0
U4005,32,male,1778.0,,8.0,78.0,1.1
U4006,40,female,1354.0,82.0,7.0,33.0,2.1
U4007,61,female,1107.0,42.0,7.0,33.0,2.4
U4008,43,female,869.0,28.0,4.0,102.0,3.1
U4009,21,female,1750.0,9.0,6.0,54.0,4.0
U4010,43,male,1204.0,139.0,6.0,104.0,1.1
U4011,57,female,1325.0,45.0,5.0,46.0,4.1
U4012,26,male,1504.0,29.0,9.0,67.0,3.2
U4013,22,female,876.0,93.0,6.0,92.0,4.9
U4014,49,female,1472.0,31.0,7.0,32.0,3.4
U4015,37,female,617.0,46.0,8.0,44.0,3.7
U4016,28,male,1528.0,87.0,5.0,72.0,1.4
U4017,32,female,943.0,,9.0,15.0,4.0
U4018,49,female,1254.0,130.0,8.0,15.0,0.9
U4019,45,female,1139.0,22.0,8.0,110.0,3.5
U4020,39,male,623.0,73.0,7.0,39.0,0.8
U4021,58,female,1157.0,49.0,4.0,10.0,1.0
U4022,34,female,1321.0,123.0,4.0,72.0,1.0
U4023,43,male,1163.0,12.0,4.0,17.0,0.7
U4024,61,male,859.0,125.0,6.0,,1.9
U4025,24,female,1122.0,28.0,4.0,98.0,5.0
U4026,59,female,1580.0,120.0,9.0,42.0,2.1
U4027,43,female,1774.0,89.0,7.0,62.0,3.9
U4028,42,male,1418.0,132.0,6.0,47.0,1.1
U4029,27,male,1673.0,147.0,9.0,61.0,2.5
U4030,62,male,951.0,77.0,4.0,87.0,1.3
U4031,36,female,1685.0,108.0,9.0,20.0,1.4
U4032,28,male,619.0,13.0,8.0,11.0,0.9
U4033,30,female,1081.0,135.0,7.0,62.0,2.4
U4034,25,male,598.0,47.0,7.0,103.0,0.8
U4035,57,male,1690.0,140.0,9.0,103.0,4.6
U4036,21,male,1013.0,,5.0,77.0,2.5
U4037,64,female,,78.0,7.0,86.0,4.3
U4038,48,female,900.0,50.0,8.0,16.0,4.9
U4039,45,female,864.0,2.0,7.0,111.0,3.6
U4040,28,female,1080.0,127.0,5.0,76.0,4.6
U4041,60,male,1120.0,118.0,7.0,18.0,1.1
U4042,18,female,,57.0,7.0,87.0,4.2
U4043,64,male,746.0,124.0,5.0,72.0,1.7
U4044,55,female,933.0,112.0,7.0,20.0,2.6
U4045,41,female,1616.0,54.0,9.0,46.0,3.4
U4046,64,male,1791.0,118.0,,23.0,4.6
U4047,48,male,1114.0,119.0,9.0,28.0,4.6
U4048,58,female,1442.0,79.0,7.0,17.0,0.9
U4049,63,female,1462.0,41.0,4.0,16.0,2.1
U4050,43,male,1123.0,20.0,4.0,68.0,4.1
U4051,22,male,820.0,9.0,6.0,72.0,3.7
U4052,37,male,,56.0,7.0,16.0,0.6
U4053,58,male,561.0,55.0,8.0,64.0,2.5
U4054,28,male,799.0,37.0,7.0,12.0,4.2
U4055,50,female,902.0,85.0,4.0,76.0,3.8
U4056,55,female,1454.0,112.0,,27.0,2.4
U4057,44,female,752.0,111.0,6.0,54.0,3.8
U4058,51,female,977.0,53.0,5.0,106.0,3.0
U4059,32,male,,45.0,8.0,110.0,4.6
U4060,49,male,1460.0,3.0,7.0,101.0,3.1
U4061,38,male,1689.0,61.0,8.0,45.0,2.3
U4062,63,female,704.0,123.0,5.0,25.0,4.4
U4063,22,male,1790.0,127.0,7.0,88.0,0.7
U4064,23,male,1661.0,111.0,9.0,38.0,4.6
U4065,55,female,1357.0,84.0,9.0,68.0,3.6
U4066,39,female,1259.0,3.0,8.0,27.0,4.7
U4067,35,female,1220.0,64.0,9.0,58.0,1.6
U4068,31,male,1540.0,61.0,9.0,119.0,3.6
U4069,27,male,567.0,89.0,4.0,55.0,4.1
U4070,63,female,632.0,119.0,9.0,92.0,3.7
U4071,30,female,1418.0,129.0,,38.0,1.4
U4072,48,male,929.0,136.0,6.0,79.0,1.7
U4073,47,female,807.0,44.0,4.0,118.0,3.1
U4074,20,male,1149.0,145.0,4.0,59.0,2.5
U4075,47,female,1697.0,111.0,5.0,64.0,3.8
U4076,23,female,911.0,41.0,4.0,36.0,2.2
U4077,46,female,596.0,40.0,4.0,16.0,4.4
U4078,25,male,1677.0,88.0,5.0,100.0,2.4
U4079,61,male,1765.0,41.0,4.0,92.0,0.7
U4080,62,female,1550.0,34.0,9.0,90.0,0.6
U4081,60,male,1583.0,66.0,4.0,50.0,3.4
U4082,61,female,701.0,40.0,6.0,20.0,2.9
U4083,50,female,1261.0,98.0,4.0,14.0,2.9
U4084,34,male,,49.0,4.0,75.0,4.1
U4085,28,male,1080.0,103.0,6.0,65.0,2.2
U4086,30,male,869.0,85.0,5.0,21.0,5.0
U4087,28,male,1032.0,78.0,9.0,51.0,4.8
U4088,48,female,1675.0,44.0,4.0,115.0,0.6
U4089,45,male,1625.0,146.0,9.0,84.0,4.5
U4090,61,male,1398.0,105.0,8.0,19.0,3.6
U4091,23,female,1106.0,144.0,9.0,37.0,2.8
U4092,58,female,1372.0,121.0,5.0,16.0,3.1
U4093,33,female,1752.0,76.0,5.0,23.0,4.3
U4094,21,female,1648.0,55.0,4.0,86.0,4.8
U4095,52,male,1269.0,111.0,6.0,78.0,3.0
U4096,43,male,1333.0,92.0,5.0,70.0,1.3
U4097,29,female,1498.0,40.0,6.0,60.0,3.4
U4098,28,female,1437.0,5.0,8.0,51.0,0.8
U4099,54,male,735.0,97.0,6.0,17.0,3.4
U4100,42,male,661.0,72.0,7.0,59.0,4.1
U4101,35,male,1053.0,40.0,6.0,10.0,2.1
U4102,36,male,1287.0,8.0,5.0,78.0,0.8
U4103,40,male,1591.0,7.0,6.0,20.0,3.6
U4104,55,female,1696.0,103.0,6.0,116.0,2.0
U4105,35,female,1058.0,12.0,7.0,57.0,1.6
U4106,43,female,760.0,,7.0,19.0,3.6
U4107,23,female,716.0,97.0,4.0,24.0,4.9
U4108,21,male,1647.0,95.0,5.0,112.0,3.9
U4109,61,female,1304.0,48.0,4.0,56.0,2.7
U4110,46,male,1685.0,99.0,7.0,102.0,3.2
U4111,51,male,,81.0,,34.0,1.1
U4112,34,male,901.0,65.0,7.0,15.0,4.2
U4113,60,male,774.0,90.0,8.0,20.0,3.2
U4114,60,male,705.0,58.0,6.0,,4.8
U4115,33,male,1563.0,52.0,4.0,24.0,4.9
U4116,19,male,1796.0,51.0,6.0,25.0,2.1
U4117,51,female,1366.0,80.0,8.0,,4.9
U4118,25,male,592.0,14.0,7.0,75.0,4.8
U4119,30,female,1565.0,120.0,5.0,45.0,3.4
U4120,59,female,878.0,147.0,9.0,92.0,2.0
U4121,25,male,1630.0,4.0,5.0,47.0,3.9
U4122,47,male,564.0,134.0,5.0,94.0,1.7
U4123,49,female,864.0,17.0,,84.0,3.3
U4124,53,female,1320.0,55.0,5.0,114.0,0.6
U4125,64,female,1547.0,74.0,8.0,,3.3
U4126,47,female,1039.0,95.0,7.0,107.0,4.8
U4127,18,male,1585.0,113.0,5.0,27.0,1.6
U4128,60,male,990.0,100.0,9.0,88.0,4.0
U4129,56,male,1796.0,27.0,4.0,98.0,1.8
U4130,34,female,728.0,49.0,7.0,63.0,3.7
U4131,37,male,,1.0,7.0,88.0,3.6
U4132,41,female,502.0,67.0,6.0,103.0,1.3
U4133,39,male,1410.0,127.0,5.0,26.0,3.2
U4134,46,female,806.0,76.0,4.0,91.0,4.4
U4135,39,male,931.0,23.0,9.0,104.0,2.2
U4136,61,male,635.0,111.0,8.0,116.0,3.7
U4137,26,female,1014.0,118.0,7.0,91.0,3.5
U4138,54,female,692.0,35.0,8.0,108.0,1.7
U4139,27,female,1372.0,1.0,8.0,22.0,4.6
U4140,53,female,1641.0,126.0,8.0,72.0,3.0
U4141,54,female,1165.0,104.0,6.0,23.0,2.1
U4142,45,male,708.0,17.0,8.0,68.0,1.2
U4143,45,female,1451.0,7.0,5.0,45.0,2.6
U4144,59,male,1557.0,14.0,5.0,27.0,3.8
U4145,60,male,1148.0,,4.0,14.0,3.3
U4146,38,male,619.0,22.0,4.0,23.0,3.8
U4147,41,male,1126.0,92.0,9.0,34.0,4.1
U4148,59,male,1024.0,48.0,8.0,53.0,2.5
U4149,57,female,1268.0,63.0,8.0,48.0,2.8
U4150,19,female,1612.0,33.0,6.0,21.0,4.9
U4151,25,male,1011.0,17.0,8.0,113.0,4.9
U4152,44,male,546.0,63.0,8.0,70.0,2.4
U4153,39,female,1271.0,105.0,8.0,,3.6
U4154,54,female,1239.0,73.0,7.0,62.0,1.7
U4155,44,male,,101.0,7.0,62.0,1.2
U4156,46,female,633.0,16.0,6.0,37.0,4.0
U4157,20,female,747.0,,6.0,44.0,2.5
U4158,61,female,935.0,51.0,5.0,74.0,1.3
U4159,30,male,1699.0,63.0,6.0,12.0,3.9
U4160,62,female,1185.0,33.0,9.0,52.0,4.6
U4161,27,male,1085.0,94.0,5.0,59.0,4.7
U4162,53,male,850.0,86.0,8.0,80.0,3.2
U4163,26,male,642.0,101.0,6.0,18.0,2.7
U4164,44,male,1466.0,139.0,9.0,45.0,1.1
U4165,51,male,1303.0,75.0,6.0,32.0,4.1
U4166,18,female,1217.0,18.0,6.0,97.0,4.8
U4167,49,male,1142.0,136.0,,83.0,4.5
U4168,42,male,1000.0,73.0,5.0,59.0,3.9
U4169,46,male,869.0,144.0,4.0,64.0,0.5
U4170,24,female,1609.0,49.0,5.0,21.0,2.3
U4171,20,female,1286.0,38.0,5.0,92.0,2.3
U4172,37,female,,,7.0,41.0,4.5
U4173,37,female,1449.0,11.0,6.0,33.0,0.8
U4174,47,female,1021.0,78.0,5.0,95.0,2.9
U4175,52,female,988.0,14.0,6.0,76.0,1.1
U4176,52,female,896.0,27.0,6.0,113.0,3.5
U4177,56,male,1395.0,131.0,7.0,36.0,4.1
U4178,44,male,854.0,35.0,6.0,70.0,3.4
U4179,43,female,1446.0,118.0,9.0,28.0,4.1
U4180,31,male,787.0,64.0,5.0,82.0,3.2
U4181,34,male,1497.0,97.0,6.0,60.0,1.4
U4182,35,female,1035.0,46.0,4.0,73.0,2.2
U4183,62,male,1350.0,80.0,4.0,86.0,4.8
U4184,46,male,1337.0,38.0,7.0,11.0,1.8
U4185,37,female,667.0,37.0,9.0,45.0,0.8
U4186,44,male,1449.0,43.0,5.0,102.0,2.2
U4187,35,female,1120.0,96.0,7.0,20.0,2.1
U4188,21,female,927.0,123.0,4.0,107.0,2.6
U4189,18,male,989.0,25.0,9.0,77.0,3.0
U4190,18,male,854.0,96.0,5.0,77.0,5.0
U4191,43,male,695.0,0.0,6.0,73.0,3.9
U4192,62,female,1044.0,52.0,,10.0,0.7
U4193,37,female,1216.0,5.0,,98.0,3.7
U4194,40,female,1323.0,36.0,5.0,35.0,4.2
U4195,27,male,1431.0,1.0,6.0,20.0,4.5
U4196,28,male,1502.0,122.0,8.0,96.0,2.4
U4197,58,female,1158.0,68.0,9.0,11.0,1.9
U4198,58,male,,12.0,7.0,92.0,4.3
U4199,22,male,1279.0,68.0,9.0,102.0,4.0
U4200,18,female,510.0,65.0,5.0,49.0,2.9
U4201,34,female,1779.0,58.0,7.0,13.0,1.0
U4202,39,male,895.0,67.0,5.0,89.0,3.4
U4203,51,female,1230.0,58.0,,46.0,0.8
U4204,62,male,908.0,116.0,4.0,,1.0
U4205,58,female,861.0,9.0,6.0,100.0,2.0
U4206,46,female,1782.0,140.0,9.0,14.0,2.2
U4207,21,female,1526.0,129.0,4.0,24.0,2.6
U4208,22,male,583.0,14.0,8.0,96.0,2.0
U4209,28,male,655.0,45.0,8.0,76.0,0.7
U4210,38,female,1699.0,137.0,5.0,91.0,1.2
U4211,52,female,1206.0,149.0,,116.0,1.0
U4212,29,female,971.0,88.0,8.0,35.0,2.4
U4213,43,male,1118.0,76.0,5.0,15.0,1.5
U4214,36,female,633.0,135.0,7.0,53.0,1.8
U4215,62,female,1287.0,148.0,4.0,67.0,2.6
U4216,24,female,1406.0,149.0,5.0,90.0,1.6
U4217,64,female,1363.0,109.0,7.0,55.0,1.6
U4218,24,male,1166.0,96.0,6.0,111.0,4.2
U4219,43,male,776.0,44.0,9.0,51.0,3.0
U4220,57,female,1759.0,90.0,9.0,57.0,4.4
U4221,22,male,1381.0,113.0,6.0,36.0,2.8
U4222,38,male,512.0,149.0,8.0,29.0,4.6
U4223,31,male,841.0,72.0,9.0,79.0,1.6
U4224,21,female,534.0,34.0,7.0,44.0,3.3
U4225,40,male,1058.0,41.0,6.0,85.0,2.8
U4226,59,male,1737.0,132.0,8.0,57.0,4.6
U4227,37,male,904.0,,5.0,76.0,2.4
U4228,32,female,1157.0,31.0,5.0,77.0,4.3
U4229,62,female,658.0,135.0,7.0,61.0,3.0
U4230,46,male,1455.0,102.0,7.0,118.0,3.7
U4231,25,male,1633.0,84.0,7.0,77.0,4.5
U4232,58,female,1048.0,145.0,9.0,13.0,5.0
U4233,36,female,1484.0,77.0,7.0,48.0,3.8
U4234,56,male,778.0,,6.0,30.0,1.9
U4235,63,male,978.0,43.0,6.0,117.0,1.8
U4236,45,female,610.0,31.0,8.0,75.0,1.9
U4237,63,female,930.0,27.0,6.0,25.0,0.9
U4238,44,male,1041.0,76.0,9.0,16.0,0.7
U4239,21,female,1638.0,17.0,5.0,92.0,3.1
U4240,32,male,1613.0,102.0,8.0,116.0,4.1
U4241,52,male,1735.0,69.0,6.0,,0.7
U4242,54,male,859.0,118.0,7.0,18.0,3.0
U4243,18,female,871.0,,6.0,110.0,2.2
U4244,20,male,1738.0,147.0,4.0,26.0,4.5
U4245,64,male,1538.0,96.0,8.0,100.0,1.2
U4246,41,female,1454.0,135.0,,106.0,3.0
U4247,44,female,758.0,34.0,6.0,21.0,4.9
U4248,57,male,1277.0,68.0,6.0,66.0,2.1
U4249,53,male,619.0,125.0,9.0,,3.8
U4250,51,female,1475.0,98.0,5.0,20.0,4.5
U4251,46,female,1412.0,77.0,,22.0,1.3
U4252,41,female,1651.0,148.0,7.0,40.0,5.0
U4253,41,male,1222.0,110.0,5.0,86.0,4.1
U4254,59,male,1022.0,16.0,5.0,111.0,1.1
U4255,21,male,,145.0,4.0,35.0,1.9
U4256,20,female,1573.0,139.0,9.0,72.0,3.3
U4257,51,male,568.0,143.0,8.0,40.0,4.5
U4258,40,female,,3.0,7.0,31.0,1.4
U4259,40,male,882.0,91.0,,,3.8
U4260,62,female,515.0,74.0,5.0,29.0,1.7
U4261,22,male,1345.0,102.0,9.0,94.0,4.1
U4262,48,male,1368.0,23.0,8.0,19.0,3.6
U4263,58,female,1067.0,64.0,5.0,92.0,2.9
U4264,23,female,631.0,116.0,4.0,44.0,3.4
U4265,54,male,1771.0,81.0,8.0,35.0,4.4
U4266,27,female,772.0,5.0,4.0,80.0,2.2
U4267,57,female,983.0,65.0,6.0,46.0,4.0
U4268,24,male,1049.0,66.0,7.0,17.0,1.2
U4269,56,female,856.0,71.0,5.0,14.0,3.7
U4270,55,male,1571.0,94.0,8.0,53.0,3.9
U4271,38,male,1533.0,47.0,4.0,109.0,2.5
U4272,37,female,732.0,69.0,7.0,101.0,4.1
U4273,20,female,535.0,77.0,7.0,76.0,3.0
U4274,39,male,912.0,66.0,5.0,112.0,4.7
U4275,64,male,1527.0,64.0,7.0,81.0,1.0
U4276,21,male,543.0,62.0,5.0,88.0,1.1
U4277,45,male,1067.0,45.0,6.0,100.0,4.3
U4278,29,male,1778.0,146.0,5.0,58.0,4.3
U4279,55,male,1239.0,72.0,9.0,45.0,2.6
U4280,53,female,613.0,70.0,4.0,89.0,4.8
U4281,64,female,896.0,109.0,9.0,35.0,3.6
U4282,58,female,1697.0,62.0,7.0,54.0,4.9
U4283,22,male,1778.0,40.0,7.0,70.0,2.9
U4284,30,female,965.0,6.0,7.0,53.0,1.4
U4285,40,male,1346.0,136.0,5.0,13.0,2.5
U4286,47,male,,3.0,8.0,85.0,4.9
U4287,54,female,940.0,88.0,5.0,90.0,2.2
U4288,42,male,568.0,133.0,4.0,,4.8
U4289,44,male,825.0,81.0,5.0,114.0,4.1
U4290,31,male,566.0,20.0,7.0,,2.5
U4291,64,male,803.0,142.0,6.0,35.0,2.9
U4292,53,male,1471.0,127.0,4.0,104.0,3.2
U4293,56,male,983.0,104.0,9.0,88.0,3.5
U4294,33,female,1428.0,103.0,6.0,,0.8
U4295,39,male,1682.0,67.0,4.0,38.0,4.7
U4296,38,male,648.0,109.0,4.0,18.0,3.2
U4297,38,male,1550.0,65.0,7.0,87.0,4.7
U4298,25,male,1486.0,,9.0,45.0,3.3
U4299,33,female,1083.0,59.0,5.0,13.0,2.4
U4300,48,female,747.0,117.0,9.0,68.0,3.1
U4301,59,male,1624.0,43.0,7.0,111.0,4.2
U4302,27,male,1201.0,35.0,7.0,46.0,2.0
U4303,49,male,595.0,18.0,7.0,97.0,4.8
U4304,51,female,781.0,90.0,6.0,90.0,2.6
U4305,26,female,821.0,44.0,,22.0,4.8
U4306,34,female,1028.0,148.0,9.0,29.0,4.5
U4307,28,female,762.0,97.0,4.0,26.0,4.0
U4308,49,male,1079.0,18.0,8.0,60.0,2.6
U4309,27,female,793.0,40.0,5.0,100.0,3.1
U4310,39,female,894.0,25.0,7.0,64.0,4.3
U4311,34,male,1012.0,27.0,9.0,42.0,2.9
U4312,21,male,1420.0,63.0,9.0,30.0,3.8
U4313,64,female,1309.0,67.0,4.0,90.0,4.1
U4314,42,female,1703.0,79.0,5.0,,2.8
U4315,38,female,1419.0,50.0,8.0,34.0,2.9
U4316,54,female,1192.0,101.0,8.0,76.0,1.4
U4317,55,male,734.0,9.0,7.0,100.0,1.6
U4318,18,male,1451.0,99.0,8.0,100.0,4.6
U4319,42,female,1531.0,121.0,8.0,119.0,4.3
U4320,53,female,1038.0,146.0,5.0,,0.5
U4321,34,female,1319.0,63.0,5.0,24.0,4.4
U4322,58,female,1614.0,123.0,7.0,111.0,0.6
U4323,41,female,771.0,18.0,9.0,93.0,2.6
U4324,19,male,1528.0,75.0,4.0,95.0,0.8
U4325,57,male,1742.0,61.0,7.0,,4.9
U4326,32,male,1641.0,140.0,6.0,13.0,4.9
U4327,49,female,,24.0,8.0,54.0,3.2
U4328,56,female,1475.0,88.0,4.0,22.0,2.3
U4329,23,male,614.0,91.0,9.0,,2.8
U4330,18,male,762.0,41.0,,41.0,3.9
U4331,64,female,706.0,116.0,5.0,31.0,1.5
U4332,40,male,802.0,38.0,6.0,98.0,2.5
U4333,56,female,611.0,132.0,9.0,100.0,3.8
U4334,34,female,684.0,80.0,6.0,64.0,2.3
